,Country,POL,Year,Value
59756,Spain,NOX,2016,808.819
59757,Spain,NOX,2017,812.283
59758,Spain,NOX,2018,800.245
59759,Spain,NOX,2019,743.607
60195,Spain,PM10,2000,261.021
60196,Spain,PM10,2001,253.505
60197,Spain,PM10,2002,250.523
60198,Spain,PM10,2003,268.682
60199,Spain,PM10,2004,254.546
60200,Spain,PM10,2005,248.36
60201,Spain,PM10,2006,254.861
60202,Spain,PM10,2007,254.895
60203,Spain,PM10,2008,225.477
60204,Spain,PM10,2009,222.985
60205,Spain,PM10,2010,216.492
60206,Spain,PM10,2011,216.985
60207,Spain,PM10,2012,191.46
60208,Spain,PM10,2013,209.788
60209,Spain,PM10,2014,188.387
60210,Spain,PM10,2015,202.687
60211,Spain,PM10,2016,190.582
60212,Spain,PM10,2017,187.285
60213,Spain,PM10,2018,205.99
60214,Spain,PM10,2019,186.525
60499,Spain,PM2-5,2000,176.335
60500,Spain,PM2-5,2001,169.121
60501,Spain,PM2-5,2002,163.093
60502,Spain,PM2-5,2003,178.588
60503,Spain,PM2-5,2004,163.465
60504,Spain,PM2-5,2005,157.338
60505,Spain,PM2-5,2006,161.716
60506,Spain,PM2-5,2007,162.393
60507,Spain,PM2-5,2008,148.708
60508,Spain,PM2-5,2009,154.667
60509,Spain,PM2-5,2010,152.213
60510,Spain,PM2-5,2011,154.895
60511,Spain,PM2-5,2012,134.475
60512,Spain,PM2-5,2013,154.46
60513,Spain,PM2-5,2014,133.263
60514,Spain,PM2-5,2015,144.167
60515,Spain,PM2-5,2016,128.569
60516,Spain,PM2-5,2017,128.318
60517,Spain,PM2-5,2018,144.883
60518,Spain,PM2-5,2019,127.046
60803,Spain,CO,1990,4141.845
60804,Spain,CO,1991,4212.881
60805,Spain,CO,1992,4226.798
60806,Spain,CO,1993,3911.804
60807,Spain,CO,1994,3639.4
60808,Spain,CO,1995,3143.827
60809,Spain,CO,1996,3574.467
60810,Spain,CO,1997,3402.351
60811,Spain,CO,1998,3276.568
60812,Spain,CO,1999,3012.569
60813,Spain,CO,2000,2664.096
60814,Spain,CO,2001,2517.902
60815,Spain,CO,2002,2296.833
60816,Spain,CO,2003,2443.528
60817,Spain,CO,2004,2207.663
60818,Spain,CO,2005,2034.875
60819,Spain,CO,2006,2042.816
60820,Spain,CO,2007,2011.718
60821,Spain,CO,2008,1863.271
60822,Spain,CO,2009,1895.065
60823,Spain,CO,2010,1910.459
60824,Spain,CO,2011,1894.082
60825,Spain,CO,2012,1589.788
60826,Spain,CO,2013,1899.802
60827,Spain,CO,2014,1642.577
60828,Spain,CO,2015,1785.111
60829,Spain,CO,2016,1638.054
60830,Spain,CO,2017,1634.311
60831,Spain,CO,2018,1848.592
60832,Spain,CO,2019,1590.667
61268,Spain,NMVOC,1990,1049.833
61269,Spain,NMVOC,1991,1050.967
61270,Spain,NMVOC,1992,1035.663
61271,Spain,NMVOC,1993,952.575
61272,Spain,NMVOC,1994,950.511
61273,Spain,NMVOC,1995,923.354
61274,Spain,NMVOC,1996,950.239
61275,Spain,NMVOC,1997,938.958
61276,Spain,NMVOC,1998,961.554
61277,Spain,NMVOC,1999,924.292
61278,Spain,NMVOC,2000,881.753
61279,Spain,NMVOC,2001,853.792
61280,Spain,NMVOC,2002,828.296
61281,Spain,NMVOC,2003,795.123
61282,Spain,NMVOC,2004,775.092
61283,Spain,NMVOC,2005,737.681
61284,Spain,NMVOC,2006,707.554
61285,Spain,NMVOC,2007,689.412
61286,Spain,NMVOC,2008,638.88
61287,Spain,NMVOC,2009,585.743
61288,Spain,NMVOC,2010,585.033
61289,Spain,NMVOC,2011,565.523
61290,Spain,NMVOC,2012,542.704
61291,Spain,NMVOC,2013,530.464
61292,Spain,NMVOC,2014,525.825
61293,Spain,NMVOC,2015,539.934
61294,Spain,NMVOC,2016,544.564
61295,Spain,NMVOC,2017,564.765
61296,Spain,NMVOC,2018,578.826
61297,Spain,NMVOC,2019,570.458
69909,United Kingdom,SOX,1990,3574.295
69910,United Kingdom,SOX,1991,3505.929
69911,United Kingdom,SOX,1992,3413.493
69912,United Kingdom,SOX,1993,3101.399
69913,United Kingdom,SOX,1994,2819.644
69914,United Kingdom,SOX,1995,2535.002
69915,United Kingdom,SOX,1996,2154.998
69916,United Kingdom,SOX,1997,1755.791
69917,United Kingdom,SOX,1998,1753.441
69918,United Kingdom,SOX,1999,1352.446
69919,United Kingdom,SOX,2000,1291.487
69920,United Kingdom,SOX,2001,1222.184
69921,United Kingdom,SOX,2002,1097.855
69922,United Kingdom,SOX,2003,1067.447
69923,United Kingdom,SOX,2004,904.319
69924,United Kingdom,SOX,2005,787.631
69925,United Kingdom,SOX,2006,741.517
69926,United Kingdom,SOX,2007,645.674
69927,United Kingdom,SOX,2008,543.773
69928,United Kingdom,SOX,2009,446.572
69929,United Kingdom,SOX,2010,454.622
69930,United Kingdom,SOX,2011,426.82
69931,United Kingdom,SOX,2012,460.773
69932,United Kingdom,SOX,2013,397.679
69933,United Kingdom,SOX,2014,323.576
69934,United Kingdom,SOX,2015,260.928
69935,United Kingdom,SOX,2016,190.486
69936,United Kingdom,SOX,2017,186.041
69937,United Kingdom,SOX,2018,172.818
69938,United Kingdom,SOX,2019,155.428
70374,United Kingdom,NOX,1990,3099.123
70375,United Kingdom,NOX,1991,3017.654
70376,United Kingdom,NOX,1992,2970.996
70377,United Kingdom,NOX,1993,2830.038
70378,United Kingdom,NOX,1994,2774.477
70379,United Kingdom,NOX,1995,2641.111
70380,United Kingdom,NOX,1996,2557.417
70381,United Kingdom,NOX,1997,2381.857
70382,United Kingdom,NOX,1998,2300.459
70383,United Kingdom,NOX,1999,2182.519
70384,United Kingdom,NOX,2000,2094.684
70385,United Kingdom,NOX,2001,2038.392
70386,United Kingdom,NOX,2002,1938.829
70387,United Kingdom,NOX,2003,1900.281
70388,United Kingdom,NOX,2004,1837.344
70389,United Kingdom,NOX,2005,1813.479
70390,United Kingdom,NOX,2006,1744.41
70391,United Kingdom,NOX,2007,1665.942
70392,United Kingdom,NOX,2008,1492.443
70393,United Kingdom,NOX,2009,1299.798
70394,United Kingdom,NOX,2010,1271.983
70395,United Kingdom,NOX,2011,1179.363
70396,United Kingdom,NOX,2012,1199.097
70397,United Kingdom,NOX,2013,1131.794
70398,United Kingdom,NOX,2014,1054.572
70399,United Kingdom,NOX,2015,1017.534
70400,United Kingdom,NOX,2016,927.052
70401,United Kingdom,NOX,2017,892.044
70402,United Kingdom,NOX,2018,850.806
70403,United Kingdom,NOX,2019,793.813
70839,United Kingdom,PM10,1990,392.331
70840,United Kingdom,PM10,1991,389.222
70841,United Kingdom,PM10,1992,369.982
70842,United Kingdom,PM10,1993,339.429
70843,United Kingdom,PM10,1994,321.764
70844,United Kingdom,PM10,1995,296.65
70845,United Kingdom,PM10,1996,293.28
70846,United Kingdom,PM10,1997,275.555
70847,United Kingdom,PM10,1998,260.248
70848,United Kingdom,PM10,1999,253.65
70849,United Kingdom,PM10,2000,237.761
70850,United Kingdom,PM10,2001,241.344
70851,United Kingdom,PM10,2002,212.408
70852,United Kingdom,PM10,2003,224.214
70853,United Kingdom,PM10,2004,207.569
70854,United Kingdom,PM10,2005,202.742
70855,United Kingdom,PM10,2006,196.741
70856,United Kingdom,PM10,2007,182.249
70857,United Kingdom,PM10,2008,165.978
70858,United Kingdom,PM10,2009,154.345
70859,United Kingdom,PM10,2010,166.172
70860,United Kingdom,PM10,2011,153.244
70861,United Kingdom,PM10,2012,147.815
70862,United Kingdom,PM10,2013,154.531
70863,United Kingdom,PM10,2014,149.473
70864,United Kingdom,PM10,2015,147.119
70865,United Kingdom,PM10,2016,148.469
70866,United Kingdom,PM10,2017,154.98
70867,United Kingdom,PM10,2018,153.186
70868,United Kingdom,PM10,2019,149.37
71304,United Kingdom,PM2-5,1990,251.439
71305,United Kingdom,PM2-5,1991,250.128
71306,United Kingdom,PM2-5,1992,242.874
71307,United Kingdom,PM2-5,1993,223.608
71308,United Kingdom,PM2-5,1994,214.521
71309,United Kingdom,PM2-5,1995,194.983
71310,United Kingdom,PM2-5,1996,189.432
71311,United Kingdom,PM2-5,1997,179.476
71312,United Kingdom,PM2-5,1998,169.954
71313,United Kingdom,PM2-5,1999,166.053
71314,United Kingdom,PM2-5,2000,148.997
71315,United Kingdom,PM2-5,2001,145.545
71316,United Kingdom,PM2-5,2002,129.352
71317,United Kingdom,PM2-5,2003,128.034
71318,United Kingdom,PM2-5,2004,124.682
71319,United Kingdom,PM2-5,2005,123.301
71320,United Kingdom,PM2-5,2006,121.288
71321,United Kingdom,PM2-5,2007,111.803
71322,United Kingdom,PM2-5,2008,102.939
71323,United Kingdom,PM2-5,2009,95.309
71324,United Kingdom,PM2-5,2010,98.961
71325,United Kingdom,PM2-5,2011,91.541
71326,United Kingdom,PM2-5,2012,91.602
71327,United Kingdom,PM2-5,2013,91.858
71328,United Kingdom,PM2-5,2014,88.823
71329,United Kingdom,PM2-5,2015,87.243
71330,United Kingdom,PM2-5,2016,84.774
71331,United Kingdom,PM2-5,2017,86.301
71332,United Kingdom,PM2-5,2018,89.071
71333,United Kingdom,PM2-5,2019,85.73
71769,United Kingdom,CO,1990,8388.302
71770,United Kingdom,CO,1991,8506.974
71771,United Kingdom,CO,1992,8222.921
71772,United Kingdom,CO,1993,7961.398
71773,United Kingdom,CO,1994,7356.149
71774,United Kingdom,CO,1995,6755.289
71775,United Kingdom,CO,1996,6843.83
71776,United Kingdom,CO,1997,6269.591
71777,United Kingdom,CO,1998,5857.412
71778,United Kingdom,CO,1999,5581.701
71779,United Kingdom,CO,2000,4955.354
71780,United Kingdom,CO,2001,4633.796
71781,United Kingdom,CO,2002,4138.387
71782,United Kingdom,CO,2003,3749.718
71783,United Kingdom,CO,2004,3503.082
71784,United Kingdom,CO,2005,3213.438
71785,United Kingdom,CO,2006,2992.52
71786,United Kingdom,CO,2007,2796.44
71787,United Kingdom,CO,2008,2554.896
71788,United Kingdom,CO,2009,2027.33
71789,United Kingdom,CO,2010,1914.122
71790,United Kingdom,CO,2011,1740.975
71791,United Kingdom,CO,2012,1687.273
71792,United Kingdom,CO,2013,1673.916
71793,United Kingdom,CO,2014,1598.948
71794,United Kingdom,CO,2015,1546.166
71795,United Kingdom,CO,2016,1412.435
71796,United Kingdom,CO,2017,1409.102
71797,United Kingdom,CO,2018,1399.817
71798,United Kingdom,CO,2019,1352.094
72234,United Kingdom,NMVOC,1990,2929.185
72235,United Kingdom,NMVOC,1991,2887.331
72236,United Kingdom,NMVOC,1992,2803.417
72237,United Kingdom,NMVOC,1993,2683.636
72238,United Kingdom,NMVOC,1994,2527.568
72239,United Kingdom,NMVOC,1995,2389.107
72240,United Kingdom,NMVOC,1996,2343.375
72241,United Kingdom,NMVOC,1997,2241.954
72242,United Kingdom,NMVOC,1998,2108.808
72243,United Kingdom,NMVOC,1999,1907.836
72244,United Kingdom,NMVOC,2000,1769.287
72245,United Kingdom,NMVOC,2001,1673.315
72246,United Kingdom,NMVOC,2002,1568.559
72247,United Kingdom,NMVOC,2003,1467.026
72248,United Kingdom,NMVOC,2004,1353.428
72249,United Kingdom,NMVOC,2005,1262.533
72250,United Kingdom,NMVOC,2006,1204.326
72251,United Kingdom,NMVOC,2007,1157.839
72252,United Kingdom,NMVOC,2008,1068.887
72253,United Kingdom,NMVOC,2009,954.552
72254,United Kingdom,NMVOC,2010,915.78
72255,United Kingdom,NMVOC,2011,886.484
72256,United Kingdom,NMVOC,2012,869.245
72257,United Kingdom,NMVOC,2013,841.127
72258,United Kingdom,NMVOC,2014,826.576
72259,United Kingdom,NMVOC,2015,826.433
72260,United Kingdom,NMVOC,2016,811.678
72261,United Kingdom,NMVOC,2017,820.704
72262,United Kingdom,NMVOC,2018,836.873
72263,United Kingdom,NMVOC,2019,821.504
72699,United States,SOX,1990,20924.703
72700,United States,SOX,1991,20287.714
72701,United States,SOX,1992,20024.391
72702,United States,SOX,1993,19744.548
72703,United States,SOX,1994,19351.945
72704,United States,SOX,1995,16882.4
72705,United States,SOX,1996,16665.694
72706,United States,SOX,1997,17085.914
72707,United States,SOX,1998,17181.195
72708,United States,SOX,1999,15856.283
72709,United States,SOX,2000,14767.108
72710,United States,SOX,2001,14413.253
72711,United States,SOX,2002,13564.209
72712,United States,SOX,2003,13360.887
72713,United States,SOX,2004,13146.333
72714,United States,SOX,2005,13145.176
72715,United States,SOX,2006,11854.056
72716,United States,SOX,2007,10562.935
72717,United States,SOX,2008,9302.125
72718,United States,SOX,2009,8182.259
72719,United States,SOX,2010,6951.162
72720,United States,SOX,2011,5790.66
72721,United States,SOX,2012,4520.992
72722,United States,SOX,2013,4334.222
72723,United States,SOX,2014,4175.849
72724,United States,SOX,2015,3514.112
72725,United States,SOX,2016,2841.912
72726,United States,SOX,2017,2181.042
72727,United States,SOX,2018,2117.697
72728,United States,SOX,2019,1761.562
73164,United States,NOX,1990,22829.973
73165,United States,NOX,1991,22619.276
73166,United States,NOX,1992,22704.726
73167,United States,NOX,1993,22790.91
73168,United States,NOX,1994,22651.256
73169,United States,NOX,1995,22404.943
73170,United States,NOX,1996,22119.691
73171,United States,NOX,1997,22249.842
73172,United States,NOX,1998,21932.287
73173,United States,NOX,1999,20510.518
73174,United States,NOX,2000,20262.523
73175,United States,NOX,2001,19393.71
73176,United States,NOX,2002,21632.312
73177,United States,NOX,2003,20445.527
73178,United States,NOX,2004,19248.535
73179,United States,NOX,2005,18380.739
73180,United States,NOX,2006,17357.631
73181,United States,NOX,2007,16334.523
73182,United States,NOX,2008,15252.744
73183,United States,NOX,2009,14220.664
73184,United States,NOX,2010,13381.276
73185,United States,NOX,2011,13003.906
73186,United States,NOX,2012,12423.179
73187,United States,NOX,2013,11842.452
73188,United States,NOX,2014,11312.954
73189,United States,NOX,2015,10489.687
73190,United States,NOX,2016,9239.463
73191,United States,NOX,2017,8716.058
73192,United States,NOX,2018,8194.807
73193,United States,NOX,2019,7714.427
73629,United States,PM10,1990,25177.522
73630,United States,PM10,1991,24807.384
73631,United States,PM10,1992,24583.306
73632,United States,PM10,1993,24824.621
73633,United States,PM10,1994,25953.178
73634,United States,PM10,1995,23423.904
73635,United States,PM10,1996,20735.868
73636,United States,PM10,1997,20782.708
73637,United States,PM10,1998,20768.228
73638,United States,PM10,1999,21213.407
73639,United States,PM10,2000,21543.167
73640,United States,PM10,2001,21507.529
73641,United States,PM10,2002,18362.821
73642,United States,PM10,2003,18443.204
73643,United States,PM10,2004,18519.917
73644,United States,PM10,2005,18594.439
73645,United States,PM10,2006,18684.806
73646,United States,PM10,2007,18775.174
73647,United States,PM10,2008,18508.693
73648,United States,PM10,2009,18163.33
73649,United States,PM10,2010,17822.027
73650,United States,PM10,2011,17596.539
73651,United States,PM10,2012,16913.413
73652,United States,PM10,2013,16230.286
73653,United States,PM10,2014,15547.16
73654,United States,PM10,2015,14950.863
73655,United States,PM10,2016,14319.802
73656,United States,PM10,2017,13682.383
73657,United States,PM10,2018,13522.404
73658,United States,PM10,2019,13085.196
74094,United States,PM2-5,1990,6858.432
74095,United States,PM2-5,1991,6640.704
74096,United States,PM2-5,1992,6530.026
74097,United States,PM2-5,1993,6485.573
74098,United States,PM2-5,1994,6842.102
74099,United States,PM2-5,1995,6285.989
74100,United States,PM2-5,1996,6100.325
74101,United States,PM2-5,1997,5675.849
74102,United States,PM2-5,1998,5679.64
74103,United States,PM2-5,1999,6541.609
74104,United States,PM2-5,2000,6611.687
74105,United States,PM2-5,2001,6346.438
74106,United States,PM2-5,2002,4240.357
74107,United States,PM2-5,2003,4315.619
74108,United States,PM2-5,2004,4389.449
74109,United States,PM2-5,2005,4462.487
74110,United States,PM2-5,2006,4593.526
74111,United States,PM2-5,2007,4724.565
74112,United States,PM2-5,2008,4550.096
74113,United States,PM2-5,2009,4526.303
74114,United States,PM2-5,2010,4504.661
74115,United States,PM2-5,2011,4512.807
74116,United States,PM2-5,2012,4367.639
74117,United States,PM2-5,2013,4222.47
74118,United States,PM2-5,2014,4077.302
74119,United States,PM2-5,2015,3939.963
74120,United States,PM2-5,2016,3786.711
74121,United States,PM2-5,2017,3652.227
74122,United States,PM2-5,2018,3771.162
74123,United States,PM2-5,2019,3606.182
74559,United States,CO,1990,129789.475
74560,United States,CO,1991,125656.272
74561,United States,CO,1992,121529.419
74562,United States,CO,1993,116865.504
74563,United States,CO,1994,112403.894
74564,United States,CO,1995,108392.256
74565,United States,CO,1996,103277.291
74566,United States,CO,1997,100330.752
74567,United States,CO,1998,98155.403
74568,United States,CO,1999,93560.598
74569,United States,CO,2000,92082.828
74570,United States,CO,2001,88530.711
74571,United States,CO,2002,79816.663
74572,United States,CO,2003,77602.959
74573,United States,CO,2004,75384.361
74574,United States,CO,2005,73161.908
74575,United States,CO,2006,70704.493
74576,United States,CO,2007,68247.078
74577,United States,CO,2008,61195.15
74578,United States,CO,2009,54933.143
74579,United States,CO,2010,55857.149
74580,United States,CO,2011,55393.766
74581,United States,CO,2012,53576.297
74582,United States,CO,2013,51758.828
74583,United States,CO,2014,49941.359
74584,United States,CO,2015,48107.47
74585,United States,CO,2016,43924.212
74586,United States,CO,2017,42745.097
74587,United States,CO,2018,43022.716
74588,United States,CO,2019,41198.611
75024,United States,NMVOC,1990,20979.0
75025,United States,NMVOC,1991,20773.973
75026,United States,NMVOC,1992,20556.245
75027,United States,NMVOC,1993,20187.014
75028,United States,NMVOC,1994,19896.71
75029,United States,NMVOC,1995,19575.562
75030,United States,NMVOC,1996,17238.017
75031,United States,NMVOC,1997,17042.561
75032,United States,NMVOC,1998,16453.008
75033,United States,NMVOC,1999,15969.353
75034,United States,NMVOC,2000,15329.42
75035,United States,NMVOC,2001,15149.274
75036,United States,NMVOC,2002,15491.324
75037,United States,NMVOC,2003,15147.967
75038,United States,NMVOC,2004,14787.69
75039,United States,NMVOC,2005,14411.177
75040,United States,NMVOC,2006,14546.107
75041,United States,NMVOC,2007,14681.037
75042,United States,NMVOC,2008,13528.368
75043,United States,NMVOC,2009,13378.082
75044,United States,NMVOC,2010,13597.458
75045,United States,NMVOC,2011,13846.608
75046,United States,NMVOC,2012,13590.611
75047,United States,NMVOC,2013,13334.615
75048,United States,NMVOC,2014,13078.619
75049,United States,NMVOC,2015,12577.029
75050,United States,NMVOC,2016,11786.691
75051,United States,NMVOC,2017,11437.006
75052,United States,NMVOC,2018,11735.196
75053,United States,NMVOC,2019,10980.597
